polyid,geometry
146,"POLYGON ((116.3229786267376 39.69872419041748, 116.3288102391524 39.69875804635048, 116.3288538721053 39.69425321829341, 116.3230226387238 39.69421936774119, 116.3229786267376 39.69872419041748))"
147,"POLYGON ((116.3288102391524 39.69875804635048, 116.334641861374 39.69879160943616, 116.3346851152911 39.69428677604485, 116.3288538721053 39.69425321829341, 116.3288102391524 39.69875804635048))"
148,"POLYGON ((116.334641861374 39.69879160943616, 116.3404734933174 39.69882487967305, 116.3405163681962 39.69432004099404, 116.3346851152911 39.69428677604485, 116.334641861374 39.69879160943616))"
149,"POLYGON ((116.3404734933174 39.69882487967305, 116.3463051348972 39.69885785705973, 116.3463476307354 39.69435301313955, 116.3405163681962 39.69432004099404, 116.3404734933174 39.69882487967305))"
150,"POLYGON ((116.3463051348972 39.69885785705973, 116.3521367860283 39.69889054159476, 116.3521789028236 39.69438569247997, 116.3463476307354 39.69435301313955, 116.3463051348972 39.69885785705973))"
151,"POLYGON ((116.3521367860283 39.69889054159476, 116.3579684466256 39.69892293327673, 116.3580101843755 39.69441807901386, 116.3521789028236 39.69438569247997, 116.3521367860283 39.69889054159476))"
152,"POLYGON ((116.3579684466256 39.69892293327673, 116.3638001166038 39.69895503210426, 116.363841475306 39.69445017273983, 116.3580101843755 39.69441807901386, 116.3579684466256 39.69892293327673))"
153,"POLYGON ((116.3638001166038 39.69895503210426, 116.3696317958779 39.69898683807595, 116.36967277553 39.69448197365652, 116.363841475306 39.69445017273983, 116.3638001166038 39.69895503210426))"
154,"POLYGON ((116.3696317958779 39.69898683807595, 116.3754634843624 39.6990183511904, 116.3755040849623 39.69451348176252, 116.36967277553 39.69448197365652, 116.3696317958779 39.69898683807595))"
155,"POLYGON ((116.3754634843624 39.6990183511904, 116.3812951819724 39.69904957144629, 116.3813354035177 39.69454469705647, 116.3755040849623 39.69451348176252, 116.3754634843624 39.6990183511904))"
156,"POLYGON ((116.3812951819724 39.69904957144629, 116.3871268886226 39.69908049884226, 116.387166731111 39.69457561953705, 116.3813354035177 39.69454469705647, 116.3812951819724 39.69904957144629))"
157,"POLYGON ((116.3871268886226 39.69908049884226, 116.3929586042279 39.69911113337696, 116.3929980676572 39.69460624920291, 116.387166731111 39.69457561953705, 116.3871268886226 39.69908049884226))"
158,"POLYGON ((116.3929586042279 39.69911113337696, 116.398790328703 39.69914147504907, 116.398829413071 39.69463658605271, 116.3929980676572 39.69460624920291, 116.3929586042279 39.69911113337696))"
159,"POLYGON ((116.398790328703 39.69914147504907, 116.4046220619627 39.69917152385727, 116.4046607672672 39.69466663008516, 116.398829413071 39.69463658605271, 116.398790328703 39.69914147504907))"
160,"POLYGON ((116.4046220619627 39.69917152385727, 116.410453803922 39.69920127980028, 116.4104921301608 39.69469638129895, 116.4046607672672 39.69466663008516, 116.4046220619627 39.69917152385727))"
161,"POLYGON ((116.410453803922 39.69920127980028, 116.4162855544955 39.6992307428768, 116.4163235016665 39.6947258396928, 116.4104921301608 39.69469638129895, 116.410453803922 39.69920127980028))"
162,"POLYGON ((116.4162855544955 39.6992307428768, 116.4221173135981 39.69925991308558, 116.4221548816991 39.69475500526543, 116.4163235016665 39.6947258396928, 116.4162855544955 39.6992307428768))"
163,"POLYGON ((116.4221173135981 39.69925991308558, 116.4279490811446 39.69928879042532, 116.4279862701736 39.6947838780156, 116.4221548816991 39.69475500526543, 116.4221173135981 39.69925991308558))"
164,"POLYGON ((116.4279490811446 39.69928879042532, 116.4337808570498 39.69931737489481, 116.4338176670047 39.69481245794204, 116.4279862701736 39.6947838780156, 116.4279490811446 39.69928879042532))"
165,"POLYGON ((116.4337808570498 39.69931737489481, 116.4396126412285 39.6993456664928, 116.4396490721072 39.69484074504351, 116.4338176670047 39.69481245794204, 116.4337808570498 39.69931737489481))"
166,"POLYGON ((116.4396126412285 39.6993456664928, 116.4454444335955 39.69937366521805, 116.4454804853961 39.69486873931882, 116.4396490721072 39.69484074504351, 116.4396126412285 39.6993456664928))"
167,"POLYGON ((116.4454444335955 39.69937366521805, 116.4512762340657 39.69940137106938, 116.451311906786 39.69489644076673, 116.4454804853961 39.69486873931882, 116.4454444335955 39.69937366521805))"
168,"POLYGON ((116.4512762340657 39.69940137106938, 116.4571080425538 39.69942878404558, 116.4571433361919 39.69492384938604, 116.451311906786 39.69489644076673, 116.4512762340657 39.69940137106938))"
169,"POLYGON ((116.4571080425538 39.69942878404558, 116.4629398589747 39.69945590414545, 116.4629747735285 39.6949509651756, 116.4571433361919 39.69492384938604, 116.4571080425538 39.69942878404558))"
170,"POLYGON ((116.4629398589747 39.69945590414545, 116.4687716832431 39.69948273136785, 116.4688062187107 39.69497778813422, 116.4629747735285 39.6949509651756, 116.4629398589747 39.69945590414545))"
171,"POLYGON ((116.4687716832431 39.69948273136785, 116.4746035152739 39.6995092657116, 116.4746376716534 39.69500431826071, 116.4688062187107 39.69497778813422, 116.4687716832431 39.69948273136785))"
172,"POLYGON ((116.4746035152739 39.6995092657116, 116.4804353549818 39.69953550717553, 116.4804691322713 39.69503055555398, 116.4746376716534 39.69500431826071, 116.4746035152739 39.6995092657116))"
173,"POLYGON ((116.4804353549818 39.69953550717553, 116.4862672022817 39.69956145575855, 116.4863006004792 39.69505650001285, 116.4804691322713 39.69503055555398, 116.4804353549818 39.69953550717553))"
174,"POLYGON ((116.4862672022817 39.69956145575855, 116.4920990570883 39.69958711145952, 116.492132076192 39.69508215163622, 116.4863006004792 39.69505650001285, 116.4862672022817 39.69956145575855))"
175,"POLYGON ((116.4920990570883 39.69958711145952, 116.4979309193165 39.69961247427733, 116.4979635593246 39.69510751042298, 116.492132076192 39.69508215163622, 116.4920990570883 39.69958711145952))"
176,"POLYGON ((116.4979309193165 39.69961247427733, 116.503762788881 39.69963754421089, 116.5037950497916 39.69513257637203, 116.4979635593246 39.69510751042298, 116.4979309193165 39.69961247427733))"
177,"POLYGON ((116.503762788881 39.69963754421089, 116.5095946656967 39.69966232125911, 116.509626547508 39.69515734948229, 116.5037950497916 39.69513257637203, 116.503762788881 39.69963754421089))"
178,"POLYGON ((116.5095946656967 39.69966232125911, 116.5154265496783 39.69968680542092, 116.5154580523886 39.69518182975269, 116.509626547508 39.69515734948229, 116.5095946656967 39.69966232125911))"
179,"POLYGON ((116.5154265496783 39.69968680542092, 116.5212584407408 39.69971099669526, 116.5212895643482 39.69520601718217, 116.5154580523886 39.69518182975269, 116.5154265496783 39.69968680542092))"
180,"POLYGON ((116.5212584407408 39.69971099669526, 116.5270903387987 39.69973489508109, 116.5271210833016 39.69522991176968, 116.5212895643482 39.69520601718217, 116.5212584407408 39.69971099669526))"
181,"POLYGON ((116.5270903387987 39.69973489508109, 116.532922243767 39.69975850057735, 116.5329526091635 39.6952535135142, 116.5271210833016 39.69522991176968, 116.5270903387987 39.69973489508109))"
182,"POLYGON ((116.532922243767 39.69975850057735, 116.5387541555604 39.69978181318307, 116.538784141849 39.69527682241469, 116.5329526091635 39.6952535135142, 116.532922243767 39.69975850057735))"
183,"POLYGON ((116.5387541555604 39.69978181318307, 116.5445860740938 39.69980483289721, 116.5446156812727 39.69529983847016, 116.538784141849 39.69527682241469, 116.5387541555604 39.69978181318307))"
184,"POLYGON ((116.5445860740938 39.69980483289721, 116.5504179992819 39.69982755971879, 116.5504472273495 39.69532256167961, 116.5446156812727 39.69529983847016, 116.5445860740938 39.69980483289721))"
185,"POLYGON ((116.5504179992819 39.69982755971879, 116.5562499310395 39.69984999364681, 116.5562787799941 39.69534499204207, 116.5504472273495 39.69532256167961, 116.5504179992819 39.69982755971879))"
186,"POLYGON ((116.5562499310395 39.69984999364681, 116.5620818692815 39.69987213468032, 116.5621103391214 39.69536712955654, 116.5562787799941 39.69534499204207, 116.5562499310395 39.69984999364681))"
187,"POLYGON ((116.5620818692815 39.69987213468032, 116.5679138139226 39.69989398281834, 116.5679419046463 39.69538897422209, 116.5621103391214 39.69536712955654, 116.5620818692815 39.69987213468032))"
188,"POLYGON ((116.5679138139226 39.69989398281834, 116.5737457648776 39.69991553805994, 116.5737734764835 39.69541052603776, 116.5679419046463 39.69538897422209, 116.5679138139226 39.69989398281834))"
189,"POLYGON ((116.5737457648776 39.69991553805994, 116.5795777220612 39.6999368004042, 116.5796050545479 39.69543178500265, 116.5737734764835 39.69541052603776, 116.5737457648776 39.69991553805994))"
190,"POLYGON ((116.5795777220612 39.6999368004042, 116.5854096853884 39.69995776985016, 116.5854366387542 39.69545275111581, 116.5796050545479 39.69543178500265, 116.5795777220612 39.6999368004042))"
191,"POLYGON ((116.5854096853884 39.69995776985016, 116.5912416547739 39.69997844639695, 116.5912682290173 39.69547342437633, 116.5854366387542 39.69545275111581, 116.5854096853884 39.69995776985016))"
192,"POLYGON ((116.5912416547739 39.69997844639695, 116.5970736301324 39.69999883004368, 116.5970998252519 39.69549380478334, 116.5912682290173 39.69547342437633, 116.5912416547739 39.69997844639695))"
193,"POLYGON ((116.5970736301324 39.69999883004368, 116.6029056113787 39.70001892078945, 116.602931427373 39.69551389233595, 116.5970998252519 39.69549380478334, 116.5970736301324 39.69999883004368))"
194,"POLYGON ((116.6029056113787 39.70001892078945, 116.6087375984278 39.7000387186334, 116.6087630352952 39.69553368703327, 116.602931427373 39.69551389233595, 116.6029056113787 39.70001892078945))"
195,"POLYGON ((116.6087375984278 39.7000387186334, 116.6145695911942 39.70005822357468, 116.6145946489335 39.69555318887447, 116.6087630352952 39.69553368703327, 116.6087375984278 39.7000387186334))"
196,"POLYGON ((116.6145695911942 39.70005822357468, 116.6204015895929 39.70007743561243, 116.6204262682026 39.6955723978587, 116.6145946489335 39.69555318887447, 116.6145695911942 39.70005822357468))"
197,"POLYGON ((116.6204015895929 39.70007743561243, 116.6262335935386 39.70009635474583, 116.6262578930173 39.69559131398514, 116.6204262682026 39.6955723978587, 116.6204015895929 39.70007743561243))"
198,"POLYGON ((116.6262335935386 39.70009635474583, 116.6320656029461 39.70011498097406, 116.6320895232924 39.69560993725297, 116.6262578930173 39.69559131398514, 116.6262335935386 39.70009635474583))"
199,"POLYGON ((116.6320656029461 39.70011498097406, 116.6378976177302 39.70013331429632, 116.6379211589428 39.69562826766138, 116.6320895232924 39.69560993725297, 116.6320656029461 39.70011498097406))"
200,"POLYGON ((116.6378976177302 39.70013331429632, 116.6437296378056 39.70015135471182, 116.6437527998833 39.69564630520956, 116.6379211589428 39.69562826766138, 116.6378976177302 39.70013331429632))"
201,"POLYGON ((116.6437296378056 39.70015135471182, 116.6495616630873 39.70016910221977, 116.6495844460286 39.69566404989676, 116.6437527998833 39.69564630520956, 116.6437296378056 39.70015135471182))"
202,"POLYGON ((116.6495616630873 39.70016910221977, 116.6553936934898 39.7001865568194, 116.6554160972936 39.69568150172219, 116.6495844460286 39.69566404989676, 116.6495616630873 39.70016910221977))"
203,"POLYGON ((116.6553936934898 39.7001865568194, 116.6612257289281 39.70020371850998, 116.661247753593 39.69569866068511, 116.6554160972936 39.69568150172219, 116.6553936934898 39.7001865568194))"
204,"POLYGON ((116.6612257289281 39.70020371850998, 116.6670577693169 39.70022058729074, 116.6670794148417 39.69571552678478, 116.661247753593 39.69569866068511, 116.6612257289281 39.70020371850998))"
205,"POLYGON ((116.6670577693169 39.70022058729074, 116.672889814571 39.70023716316095, 116.6729110809545 39.69573210002046, 116.6670794148417 39.69571552678478, 116.6670577693169 39.70022058729074))"
206,"POLYGON ((116.672889814571 39.70023716316095, 116.6787218646051 39.70025344611993, 116.6787427518462 39.69574838039144, 116.6729110809545 39.69573210002046, 116.672889814571 39.70023716316095))"
207,"POLYGON ((116.6787218646051 39.70025344611993, 116.6845539193342 39.70026943616693, 116.6845744274316 39.69576436789702, 116.6787427518462 39.69574838039144, 116.6787218646051 39.70025344611993))"
208,"POLYGON ((116.6845539193342 39.70026943616693, 116.6903859786729 39.70028513330129, 116.6904061076255 39.6957800625365, 116.6845744274316 39.69576436789702, 116.6845539193342 39.70026943616693))"
209,"POLYGON ((116.6903859786729 39.70028513330129, 116.6962180425359 39.70030053752232, 116.6962377923426 39.69579546430921, 116.6904061076255 39.6957800625365, 116.6903859786729 39.70028513330129))"
210,"POLYGON ((116.6962180425359 39.70030053752232, 116.7020501108382 39.70031564882937, 116.7020694814979 39.69581057321447, 116.6962377923426 39.69579546430921, 116.6962180425359 39.70030053752232))"
211,"POLYGON ((116.7020501108382 39.70031564882937, 116.7078821834945 39.70033046722176, 116.707901175006 39.69582538925165, 116.7020694814979 39.69581057321447, 116.7020501108382 39.70031564882937))"
212,"POLYGON ((116.0896639651174 39.70163440221031, 116.0954954944267 39.70167997794475, 116.0955542997934 39.69717540499158, 116.0897231494873 39.69712983650001, 116.0896639651174 39.70163440221031))"
213,"POLYGON ((116.0954954944267 39.70167997794475, 116.1013270369525 39.70172526085373, 116.1013854633126 39.69722068070422, 116.0955542997934 39.69717540499158, 116.0954954944267 39.70167997794475))"
214,"POLYGON ((116.1013270369525 39.70172526085373, 116.1071585926096 39.70177025093529, 116.1072166399598 39.69726566363596, 116.1013854633126 39.69722068070422, 116.1013270369525 39.70172526085373))"
215,"POLYGON ((116.1071585926096 39.70177025093529, 116.1129901613127 39.70181494818748, 116.1130478296499 39.69731035378485, 116.1072166399598 39.69726566363596, 116.1071585926096 39.70177025093529))"
216,"POLYGON ((116.1129901613127 39.70181494818748, 116.1188217429769 39.70185935260837, 116.1188790322978 39.69735475114899, 116.1130478296499 39.69731035378485, 116.1129901613127 39.70181494818748))"
217,"POLYGON ((116.1188217429769 39.70185935260837, 116.1246533375169 39.70190346419605, 116.1247102478182 39.69739885572643, 116.1188790322978 39.69735475114899, 116.1188217429769 39.70185935260837))"
218,"POLYGON ((116.1246533375169 39.70190346419605, 116.1304849448475 39.70194728294861, 116.1305414761261 39.69744266751528, 116.1247102478182 39.69739885572643, 116.1246533375169 39.70190346419605))"
219,"POLYGON ((116.1304849448475 39.70194728294861, 116.1363165648836 39.70199080886415, 116.1363727171363 39.69748618651364, 116.1305414761261 39.69744266751528, 116.1304849448475 39.70194728294861))"
220,"POLYGON ((116.1363165648836 39.70199080886415, 116.14214819754 39.70203404194078, 116.1422039707636 39.69752941271962, 116.1363727171363 39.69748618651364, 116.1363165648836 39.70199080886415))"
221,"POLYGON ((116.14214819754 39.70203404194078, 116.1479798427316 39.70207698217666, 116.1480352369231 39.69757234613139, 116.1422039707636 39.69752941271962, 116.14214819754 39.70203404194078))"
222,"POLYGON ((116.1479798427316 39.70207698217666, 116.1538115003731 39.70211962956991, 116.1538665155293 39.69761498674706, 116.1480352369231 39.69757234613139, 116.1479798427316 39.70207698217666))"
223,"POLYGON ((116.1538115003731 39.70211962956991, 116.1596431703795 39.7021619841187, 116.1596978064973 39.69765733456479, 116.1538665155293 39.69761498674706, 116.1538115003731 39.70211962956991))"
